"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"TEWA",2023,249,2023-07-10,"HL, VM",0,0,0,0,0,0,2,1,NA,1,1,NA,NA,1,NA,1,0,0,1,23.1,NA,NA,113.097335529233,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.00884194128288308,NA,NA,0.00884194128288308,0.0151420359609497,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000803812843898461,NA,NA,0.000803812843898461,0.0013765487237227
"TFBM",2018,193,2018-07-03,NA,NA,NA,3,1,NA,NA,NA,1,NA,11,1,7.3,167.4154725098,1,2,11,0,1,10,23.8,21.9,0.0108193094389191,167.4154725098,NA,NA,NA,NA,NA,NA,1,3,0.00597316356133966,0.0119463271226793,0.017919490684019,0.00597316356133966,0.00597316356133966,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000543014869212697,0.00108602973842539,0.00162904460763809,0.00597316356133966,0.000543014869212697
"TFBM",2023,193,2023-07-18,"HL, VM",0,0,1,2,0,0,2,2,NA,1,1,NA,NA,2,NA,0,1,0,0,NA,NA,NA,167.4154725098,11,10,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0119463271226793,NA,NA,0.0119463271226793,0.0162023490481888,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00108602973842539,NA,NA,0.00108602973842539,0.00147294082256261
"TFOM",2018,11,2018-06-22,NA,NA,NA,7,0,NA,NA,NA,1,NA,11,1,7.2,162.860163162095,1,2,11,0,1,10,27.9,20.93,0.00925109953703704,162.860163162095,NA,NA,NA,NA,NA,NA,1,3,0.00614023700200213,0.0122804740040043,0.0184207110060064,0.00614023700200213,0.00614023700200213,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000558203363818376,0.00111640672763675,0.00167461009145513,0.00614023700200213,0.000558203363818376
"TFOM",2023,11,2023-06-28,"EC CP",0,1,11,0,2,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,28.5,NA,NA,162.860163162095,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00437506574865736,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000397733249877942
"THWY",2018,151,2018-07-02,NA,NA,NA,1,2,NA,NA,NA,0,NA,11,1,8.5,226.980069221863,0,0,11,0,0,11,9.1,19.4727272727273,0.00744919031141869,226.980069221863,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THWY",2023,151,2023-07-17,"VM, MB",0,0,0,2,0,0,0,1,NA,1,1,NA,NA,1,NA,1,0,0,1,8.5,NA,NA,226.980069221863,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.00440567316517357,NA,NA,0.00440567316517357,0.00754482068642475,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000400515742288507,NA,NA,0.000400515742288507,0.000685892789674978
"TIRS",2018,107,2018-06-28,NA,NA,NA,9,1,NA,NA,NA,1,NA,11,1,4.2,55.4176944093239,1,0,11,0,1,10,26.9,25.26,0.0388006802721088,55.4176944093239,NA,NA,NA,NA,NA,NA,1,1,0.0180447781283328,0,0.0180447781283328,0.0180447781283328,0.0180447781283328,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00164043437530298,0,0.00164043437530298,0.0180447781283328,0.00164043437530298
"TIRS",2023,536,2023-07-14,"MB HL",0,0,15,0,4,2,4,2,"none",1,1,NA,NA,2,NA,1,0,0,1,28,NA,NA,55.4176944093239,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0360895562566656,NA,NA,0.0360895562566656,0.0489468923343526,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00328086875060596,NA,NA,0.00328086875060596,0.00444971748494114
"TLNE",2018,81,2018-06-27,NA,NA,NA,13,13,NA,NA,NA,1,NA,11,1,6.5,132.732289614169,1,1,11,0,1,10,31.7,19.9,0.0120760710059172,132.732289614169,NA,NA,NA,NA,NA,NA,1,2,0.00753396180316664,0.00753396180316664,0.0150679236063333,0.00753396180316664,0.00753396180316664,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000684905618469695,0.000684905618469695,0.00136981123693939,0.00753396180316664,0.000684905618469695
"TLZOU",2018,493,2018-07-27,NA,1,0,4,1,NA,NA,NA,3,"took trail to site from Hunter Hill Road in Crested Butte",11,1,2.6,21.237166338267,4,1,11,0,3,8,25.8,20.2285714285714,0.0434195266272189,21.237166338267,NA,NA,NA,NA,NA,NA,4,5,0.188349045079166,0.0470872612697915,0.235436306348958,0.141261783809375,0.188349045079166,0.363636363636364,0.0909090909090909,0.454545454545455,3,0.363636363636364,0.0171226404617424,0.00428066011543559,0.021403300577178,0.141261783809375,0.0171226404617424
"TLZOU",2020,493,2020-07-14,"Gavin, Courtenay, Aiden",1,0,2,1,2,0,5,3,"Site from hunter hill, approach from pulloff on overlook DR",11,1,2.7,22.9022104446696,4,2,11,0,3,8,25.8,20.2428571428571,0.0402777777777778,22.9022104446696,11,11,2,1,0,0.290747794353651,4,6,0.174655630279172,0.0873278151395859,0.261983445418758,0.130991722709379,0.174655630279172,0.363636363636364,0.181818181818182,0.545454545454545,3,0.363636363636364,0.0158777845708338,0.0079388922854169,0.0238166768562507,0.130991722709379,0.0158777845708338
"TLZOU",2023,493,2023-08-10,"CR, BB",0,0,7,1,0,1,10,2,"site from hunter hill, approach from pull off. Distances measured by tape",11,1,2.7,22.9022104446696,6,1,6,5,0,6,26,16.3666666666667,0.0408777777777778,22.9022104446696,11,6,3,0.545454545454545,0.18295130318547,0.433227018227027,6,7,0.261983445418758,0.043663907569793,0.305647352988551,0.0873278151395859,0.261983445418758,0.545454545454545,0.0909090909090909,0.636363636363636,2,0.545454545454545,0.0238166768562507,0.00396944614270845,0.0277861229989592,0.0873278151395859,0.0238166768562507
"TMHA",2018,167,2018-07-02,NA,NA,NA,11,0,NA,NA,NA,1,NA,11,1,10.1,320.473866592695,1,0,11,0,1,10,28.8,26.91,0.00769276541515538,320.473866592695,NA,NA,NA,NA,NA,NA,1,1,0.00312037923913137,0,0.00312037923913137,0.00312037923913137,0.00312037923913137,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000283670839921033,0,0.000283670839921033,0.00312037923913137,0.000283670839921033
"TMHA",2023,167,2023-07-18,"HL, VM",0,0,4,8,0,1,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,30.5,NA,NA,320.473866592695,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00222334485256737,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000202122259324307
"TNCZA01",2018,455,2018-07-24,NA,1,0,14,6,NA,NA,NA,1,"Teocalli near creek zombie area",11,1,4.9,75.4296396126909,1,0,11,0,1,10,23,14.57,0.0120715951686797,75.4296396126909,NA,NA,NA,NA,NA,NA,1,1,0.0132573880126527,0,0.0132573880126527,0.0132573880126527,0.0132573880126527,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00120521709205933,0,0.00120521709205933,0.0132573880126527,0.00120521709205933
"TNCZA01",2020,455,2020-08-13,"Gavin and Erin",0,1,3,15,0,0,14,1,NA,11,1,4.4,60.8212337734984,1,2,11,0,1,10,23.7,13.0818181818182,0.0140002582644628,60.8212337734984,11,11,2,1,0,0.290747794353651,1,3,0.0164416263524685,0.032883252704937,0.0493248790574056,0.0164416263524685,0.0164416263524685,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00149469330476987,0.00298938660953973,0.0044840799143096,0.0164416263524685,0.00149469330476987
"TNVQO",2018,286,2018-07-12,NA,NA,NA,2,0,NA,NA,NA,0,"Maybe diploids?",11,1,8.5,226.980069221863,0,5,11,0,0,11,18.7,16.0545454545455,0.00436932871972318,226.980069221863,NA,NA,NA,NA,NA,NA,0,5,0,0.0220283658258679,0.0220283658258679,0,0,0,0.454545454545455,0.454545454545455,0,0,0,0.00200257871144253,0.00200257871144253,0,0
"TNVQO",2020,286,2020-07-05,"Courtenay, Nicole, Roxy, Gavin, Gabriel",0,1,3,0,NA,NA,0,0,"Maybe diploids",11,1,8.8,243.284935093994,0,8,11,0,0,11,18.3,16.1545454545455,0.00412000258264463,243.284935093994,11,11,2,1,0,0.290747794353651,0,8,0,0.032883252704937,0.032883252704937,0,0,0,0.727272727272727,0.727272727272727,0,0,0,0.00298938660953973,0.00298938660953973,0,0
"TNVQO",2023,518,2023-08-17,"BB, CR",0,1,4,0,0,0,0,0,"maybe diploids",11,1,8.8,243.284935093994,0,9,11,0,0,11,19.3,16.8181818181818,0.00445297004132231,243.284935093994,11,11,3,1,0,0.433227018227027,0,9,0,0.0369936592930542,0.0369936592930542,0,0,0,0.818181818181818,0.818181818181818,0,0,0,0.0033630599357322,0.0033630599357322,0,0
"TNVT",2018,259,2018-07-10,NA,NA,NA,1,0,NA,NA,NA,0,NA,11,1,4,50.2654824574367,1,0,11,0,0,11,14.2,18.37,0.0253718125,50.2654824574367,NA,NA,NA,NA,NA,NA,1,1,0.0198943678864869,0,0.0198943678864869,0,0.0198943678864869,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.00180857889877154,0,0.00180857889877154,0,0.00180857889877154
"TNVT",2023,259,2023-07-12,"EC AB MW",0,0,3,0,0,0,2,1,NA,1,1,NA,NA,1,NA,1,0,0,1,14.7,NA,NA,50.2654824574367,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0198943678864869,NA,NA,0.0198943678864869,0.0340695809121368,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.00180857889877154,NA,NA,0.00180857889877154,0.00309723462837607
"TQEX",2018,138,2018-07-01,NA,NA,NA,0,0,NA,NA,NA,4,NA,11,1,3.9,47.7836242611007,4,0,11,0,4,7,27.8,26.4,0.0326760026298488,47.7836242611007,NA,NA,NA,NA,NA,NA,4,4,0.0837106867018516,0,0.0837106867018516,0.0837106867018516,0.0837106867018516,0.363636363636364,0,0.363636363636364,4,0.363636363636364,0.00761006242744105,0,0.00761006242744105,0.0837106867018516,0.00761006242744105
"TQEX",2023,555,2023-07-14,"MB HL",1,0,0,0,0,0,4,4,"borderline unhealthy, orange striping, some flaky bark",1,1,NA,NA,4,NA,1,0,0,1,28.2,NA,NA,47.7836242611007,11,11,5,NA,NA,0.712523921671231,4.71252392167123,NA,0.0837106867018516,NA,NA,0.0837106867018516,0.0986221533955004,0.363636363636364,NA,NA,0.363636363636364,0.428411265606476,0.00761006242744105,NA,NA,0.00761006242744105,0.00896565030868185
"TQFC",2018,96,2018-06-28,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,10.1,320.473866592695,2,0,11,0,1,10,40.1,24.6777777777778,0.0074547103225174,320.473866592695,NA,NA,NA,NA,NA,NA,2,2,0.00624075847826273,0,0.00624075847826273,0.00312037923913137,0.00624075847826273,0.181818181818182,0,0.181818181818182,1,0.181818181818182,0.000567341679842067,0,0.000567341679842067,0.00312037923913137,0.000567341679842067
"TQFC",2023,96,2023-07-11,"HL VM",0,0,1,0,0,0,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,42.4,NA,NA,320.473866592695,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00222334485256737,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000202122259324307
"TVNQ",2018,54,2018-06-26,NA,NA,NA,5,1,NA,NA,NA,1,NA,11,1,6.6,136.847775990371,1,0,11,0,1,10,27,23.97,0.0151417584940312,136.847775990371,NA,NA,NA,NA,NA,NA,1,1,0.00730738948998601,0,0.00730738948998601,0.00730738948998601,0.00730738948998601,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000664308135453274,0,0.000664308135453274,0.00730738948998601,0.000664308135453274
"TVPBW",2018,392,2018-07-21,NA,1,0,13,4,NA,NA,NA,2,"possibly damaged",11,1,9,254.469004940773,3,2,11,0,2,9,32.8,28.0625,0.00930379012345679,254.469004940773,NA,NA,NA,NA,NA,NA,3,5,0.0117892550438441,0.00785950336256273,0.0196487584064068,0.00785950336256273,0.0117892550438441,0.272727272727273,0.181818181818182,0.454545454545455,2,0.272727272727273,0.00107175045853128,0.000714500305687521,0.0017862507642188,0.00785950336256273,0.00107175045853128
"TVPBW",2020,392,2020-07-22,"Gavin + Ben",0,0,9,7,0,1,0,2,"Possibly damaged",11,1,8.4,221.670777637296,2,3,11,0,2,9,33.1,24.97,0.0121717545351474,221.670777637296,11,11,2,1,0,0.290747794353651,2,5,0.0090223890641664,0.0135335835962496,0.022555972660416,0.0090223890641664,0.0090223890641664,0.181818181818182,0.272727272727273,0.454545454545455,2,0.181818181818182,0.000820217187651491,0.00123032578147724,0.00205054296912873,0.0090223890641664,0.000820217187651491
"TVPBW",2023,392,2023-07-07,"EC, MB",0,0,16,11,2,2,1,3,"steep",1,1,NA,NA,3,NA,0,1,0,0,NA,NA,NA,254.469004940773,11,10,3,NA,NA,0.433227018227027,3.43322701822703,NA,0.0117892550438441,NA,NA,0.0117892550438441,0.0134917296470983,0.272727272727273,NA,NA,0.272727272727273,0.312111547111548,0.00107175045853128,NA,NA,0.00107175045853128,0.00122652087700893
"TVWFM",2018,332,2018-07-17,NA,NA,NA,16,23,NA,NA,NA,0,NA,11,1,5.8,105.683176866761,0,2,11,0,0,11,9.5,11.0454545454545,0.00464343043995244,105.683176866761,NA,NA,NA,NA,NA,NA,0,2,0,0.0189244878825084,0.0189244878825084,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.00172040798931894,0.00172040798931894,0,0
"TVWFM",2020,332,2020-07-29,"Gavin + Courtenay + Aidan",0,0,9,28,3,1,4,0,"leaf hoppers",11,1,4.9,75.4296396126909,0,3,11,0,0,11,10.1,10.9538461538462,0.00749287796751353,75.4296396126909,11,11,2,1,0,0.290747794353651,0,3,0,0.039772164037958,0.039772164037958,0,0,0,0.272727272727273,0.272727272727273,0,0,0,0.003615651276178,0.003615651276178,0,0
"TVWFM",2023,332,2023-07-18,"EC, MB",0,0,7,20,0,1,0,0,"leaf hoppers! many",1,1,NA,NA,0,NA,1,0,0,1,11,NA,NA,105.683176866761,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.0040992997284063,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.0003726636116733
"TYHBE",2018,472,2018-07-26,NA,0,0,0,0,NA,NA,NA,5,NA,11,1,3.9,47.7836242611007,5,2,11,0,5,6,18.3,15.8666666666667,0.0103477975016437,47.7836242611007,NA,NA,NA,NA,NA,NA,5,7,0.104638358377314,0.0418553433509258,0.14649370172824,0.104638358377314,0.104638358377314,0.454545454545455,0.181818181818182,0.636363636363636,5,0.454545454545455,0.00951257803430132,0.00380503121372053,0.0133176092480218,0.104638358377314,0.00951257803430132
"TYHBE",2020,472,2020-07-22,"Aidan, Courtenay",1,0,6,0,0,0,3,2,NA,11,1,4.2,55.4176944093239,5,3,11,0,2,9,18.6,16.7857142857143,0.0115731859410431,55.4176944093239,11,11,2,1,0,0.290747794353651,5,8,0.090223890641664,0.0541343343849984,0.144358225026662,0.0360895562566656,0.090223890641664,0.454545454545455,0.272727272727273,0.727272727272727,2,0.454545454545455,0.00820217187651491,0.00492130312590895,0.0131234750024239,0.0360895562566656,0.00820217187651491
"TYHBE",2023,551,2023-07-11,"EC MB",0,1,6,2,0,0,5,2,"old nail found, no tag. Hot/dry/open/few signs of pathogens",1,1,NA,NA,2,NA,1,0,0,1,18.8,NA,NA,47.7836242611007,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0418553433509258,NA,NA,0.0418553433509258,0.0509217761493208,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00380503121372053,NA,NA,0.00380503121372053,0.00462925237721098
"TZVLB",2018,348,2018-07-18,NA,NA,NA,13,2,NA,NA,NA,0,NA,5,1,5.7,102.070345315132,0,0,5,0,0,5,13.2,12.2,0.00236435826408126,102.070345315132,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZVLB",2020,348,2020-07-31,"Ben + Gavin",0,1,4,2,4,0,5,0,NA,5,1,5.5,95.0331777710912,0,1,5,0,0,5,14.7,12.82,0.00280353719008264,95.0331777710912,5,5,2,1,0,0.132158088342569,0,1,0,0.0105226408655799,0.0105226408655799,0,0,0,0.2,0.2,0,0,0,0.00210452817311597,0.00210452817311597,0,0
"TZVLB",2023,348,2023-07-28,"HL, VM",0,0,5,4,2,0,3,1,NA,1,1,NA,NA,1,NA,1,0,0,1,14.5,NA,NA,102.070345315132,5,5,3,NA,NA,0.196921371921376,1.19692137192138,NA,0.00979716485638014,NA,NA,0.00979716485638014,0.0117264360008384,0.0909090909090909,NA,NA,0.0909090909090909,0.108811033811034,0.000890651350580013,NA,NA,0.000890651350580013,0.00106603963643985
"UABX",2018,71,2018-06-27,NA,NA,NA,13,14,NA,NA,NA,0,NA,11,1,8.3,216.424317905801,0,0,11,0,0,11,20.4,15.8727272727273,0.00450477572942372,216.424317905801,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UABX",2023,71,2023-07-11,"HL VM",0,0,21,15,0,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,22,NA,NA,216.424317905801,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00329225444056318,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000299295858233017
"UAOX",2018,199,2018-07-03,NA,NA,1,1,8,NA,NA,NA,0,"Lots of cow evidence",11,1,7.9,196.066797510539,0,0,11,0,0,11,8.7,18.1818181818182,0.00753279923089248,196.066797510539,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UAOX",2023,199,2023-07-17,"VM, MB",0,0,0,3,0,3,0,0,"lots of fungal stripes",1,1,NA,NA,0,NA,1,0,0,1,10.4,NA,NA,196.066797510539,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00363408762074023,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000330371601885476
"UEVW",2018,43,2018-06-25,NA,NA,NA,2,0,NA,NA,NA,0,NA,11,1,4.2,55.4176944093239,0,0,11,0,0,11,23.2,25.2727272727273,0.0402708616780045,55.4176944093239,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UEWA",2018,8,2018-06-22,NA,NA,NA,0,0,NA,NA,NA,4,NA,11,1,3.5,38.484510006475,4,0,11,0,4,7,29,25.1714285714286,0.0366452244897959,38.484510006475,NA,NA,NA,NA,NA,NA,4,4,0.103937922019197,0,0.103937922019197,0.103937922019197,0.103937922019197,0.363636363636364,0,0.363636363636364,4,0.363636363636364,0.00944890200174518,0,0.00944890200174518,0.103937922019197,0.00944890200174518
"UEWA",2023,8,2023-06-28,"EC CP",0,0,2,0,1,0,10,1,"lots of fresh down dead",1,1,NA,NA,1,NA,1,0,0,1,29.9,NA,NA,38.484510006475,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0259844805047992,NA,NA,0.0259844805047992,0.0444990444566685,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.00236222550043629,NA,NA,0.00236222550043629,0.00404536767787895
"UGLU",2018,272,2018-07-11,NA,NA,NA,8,0,NA,NA,NA,0,NA,11,1,4.3,58.0880481648753,0,2,11,0,0,11,21.3,12.5090909090909,0.0111048134126555,58.0880481648753,NA,NA,NA,NA,NA,NA,0,2,0,0.0344304906634711,0.0344304906634711,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.0031300446057701,0.0031300446057701,0,0
"UGLU",2023,272,2023-07-25,"HL, VM",0,0,6,0,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,22.4,NA,NA,58.0880481648753,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.0122662741163006,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.0011151158287546
"UIHD",2018,118,2018-06-29,NA,NA,NA,5,0,NA,NA,NA,0,NA,11,1,4.7,69.3977817177985,0,0,11,0,0,11,10.5,15.0545454545455,0.0164612041647804,69.3977817177985,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UIHD",2023,118,2023-07-11,"HL VM",0,0,12,1,0,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,12,NA,NA,69.3977817177985,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.010267243477157,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000933385770650635
"UKFU",2018,246,2018-07-08,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,4.7,69.3977817177985,0,0,11,0,0,11,21.9,25.6545454545455,0.035083657763694,69.3977817177985,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKFU",2023,246,2023-07-12,"EC AB MW",0,0,3,0,0,0,2,0,"flowering orchids!! spotted coralroot",1,1,NA,NA,0,NA,1,0,0,1,22.8,NA,NA,69.3977817177985,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.010267243477157,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000933385770650635
"UOSP",2018,191,2018-07-03,NA,NA,NA,0,2,NA,NA,NA,0,NA,11,1,4.7,69.3977817177985,0,0,11,0,0,11,17.1,22.4818181818182,0.0322403349932096,69.3977817177985,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UOSP",2023,191,2023-07-18,"HL, VM",0,0,0,1,0,1,4,1,NA,1,1,NA,NA,1,NA,1,0,0,1,17.8,NA,NA,69.3977817177985,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0144096824890806,NA,NA,0.0144096824890806,0.0246769259662376,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.00130997113537096,NA,NA,0.00130997113537096,0.0022433569060216
"UQRVS",2018,359,2018-07-19,NA,NA,NA,3,0,NA,NA,NA,1,NA,11,1,8.3,216.424317905801,1,2,11,0,1,10,30,16.67,0.00516024096385542,216.424317905801,NA,NA,NA,NA,NA,NA,1,3,0.00462055285504123,0.00924110571008247,0.0138616585651237,0.00462055285504123,0.00462055285504123,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000420050259549203,0.000840100519098406,0.00126015077864761,0.00462055285504123,0.000420050259549203
"UQRVS",2020,359,2020-08-03,"Gavin + Aidan",0,0,0,0,6,0,0,2,"na",11,1,8.2,211.240690027378,2,2,11,0,2,9,30.6,18.4111111111111,0.0055458506841166,211.240690027378,11,11,2,1,0,0.290747794353651,2,4,0.00946787287875642,0.00946787287875642,0.0189357457575128,0.00946787287875642,0.00946787287875642,0.181818181818182,0.181818181818182,0.363636363636364,2,0.181818181818182,0.000860715716250583,0.000860715716250583,0.00172143143250117,0.00946787287875642,0.000860715716250583
"UQRVS",2023,359,2023-08-18,"BB, EH, KP",0,0,1,0,4,0,0,0,NA,11,1,7.8,191.134497044403,3,2,9,2,1,8,32.7,19.95,0.00774206114398422,191.134497044403,11,9,3,0.818181818181818,0.064701594779344,0.433227018227027,3,5,0.0156957537565972,0.0104638358377314,0.0261595895943286,0,0.0156957537565972,0.272727272727273,0.181818181818182,0.454545454545455,0,0.272727272727273,0.0014268867051452,0.000951257803430132,0.00237814450857533,0,0.0014268867051452
"URIQ",2018,15,2018-06-22,NA,NA,NA,0,0,NA,NA,NA,0,NA,11,1,3.7,43.0084034276443,0,2,11,0,0,11,23,25.9363636363636,0.0553704163623082,43.0084034276443,NA,NA,NA,NA,NA,NA,0,2,0,0.0465025399830227,0.0465025399830227,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.00422750363482025,0.00422750363482025,0,0
"URIQ",2023,15,2023-06-28,"EC CP",0,1,0,0,6,0,0,1,"lots of eld rubs",1,1,NA,NA,1,NA,1,0,0,1,23.5,NA,NA,43.0084034276443,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0232512699915114,NA,NA,0.0232512699915114,0.0398183560696997,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.00211375181741012,NA,NA,0.00211375181741012,0.00361985055179088
"URVL",2018,75,2018-06-27,NA,NA,NA,2,0,NA,NA,NA,0,"Another research site nearby - check",11,1,4,50.2654824574367,0,0,11,0,0,11,38.5,21.1363636363636,0.0371953125,50.2654824574367,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URVL",2023,75,2023-07-14,"MB HL",0,0,1,2,0,0,6,1,NA,1,1,NA,NA,1,NA,1,0,0,1,38.7,NA,NA,50.2654824574367,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0198943678864869,NA,NA,0.0198943678864869,0.0340695809121368,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.00180857889877154,NA,NA,0.00180857889877154,0.00309723462837607
"USKNZ",2018,475,2018-07-26,NA,0,0,2,3,NA,NA,NA,0,NA,11,1,7.7,186.265028431339,0,0,11,0,0,11,25.2,11.8090909090909,0.0037575813796593,186.265028431339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USKNZ",2020,475,2020-07-22,"Aidan, Courtenay",0,0,3,2,1,0,1,0,NA,11,1,7.8,191.134497044403,0,0,11,0,0,11,25.4,11.2461538461538,0.00389385272846811,191.134497044403,11,11,2,1,0,0.290747794353651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USKNZ",2023,475,2023-07-24,"HL, BW",0,0,1,4,2,1,0,0,"dendro site looks ok, lengthwise split but all clean",1,1,NA,NA,0,NA,1,0,0,1,26.2,NA,NA,186.265028431339,11,11,3,NA,NA,0.433227018227027,0.433227018227027,NA,0,NA,NA,0,0.00232586343166787,0,NA,NA,0,0.0393842743842752,0,NA,NA,0,0.000211442130151624
"UTDPY",2018,452,2018-07-24,NA,1,0,11,3,NA,NA,NA,4,"strongly damaged stand no colonization",11,1,3.6,40.7150407905237,5,0,11,0,4,7,18.4,10.3666666666667,0.00643719135802469,40.7150407905237,NA,NA,NA,NA,NA,NA,5,5,0.122804740040043,0,0.122804740040043,0.0982437920320341,0.122804740040043,0.454545454545455,0,0.454545454545455,4,0.454545454545455,0.0111640672763675,0,0.0111640672763675,0.0982437920320341,0.0111640672763675
