"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"DRCBB01",2018,381,2018-07-20,NA,1,0,2,0,NA,NA,NA,4,"white bark with many black scars",11,1,4.9,75.4296396126909,5,2,11,0,4,7,18,19,0.00938450645564348,75.4296396126909,NA,NA,NA,NA,NA,NA,5,7,0.0662869400632634,0.0265147760253053,0.0928017160885687,0.0530295520506107,0.0662869400632634,0.454545454545455,0.181818181818182,0.636363636363636,4,0.454545454545455,0.00602608546029667,0.00241043418411867,0.00843651964441534,0.0530295520506107,0.00602608546029667
"DRCBB01",2020,381,2020-08-25,"Ben and Courtenay",1,0,2,0,1,0,0,5,"with many black",11,1,4.9,75.4296396126909,5,3,11,0,5,6,18.1,19.2166666666667,0.00963569346105789,75.4296396126909,11,11,2,1,0,0.290747794353651,5,8,0.0662869400632634,0.039772164037958,0.106059104101221,0.0662869400632634,0.0662869400632634,0.454545454545455,0.272727272727273,0.727272727272727,5,0.454545454545455,0.00602608546029667,0.003615651276178,0.00964173673647467,0.0662869400632634,0.00602608546029667
"DRCRS01",2018,378,2018-07-20,NA,1,0,2,0,NA,NA,NA,6,"really steep",11,1,4.3,58.0880481648753,7,0,11,0,6,5,22.6,16.625,0.00742179556517036,58.0880481648753,NA,NA,NA,NA,NA,NA,7,7,0.120506717322149,0,0.120506717322149,0.103291471990413,0.120506717322149,0.636363636363636,0,0.636363636363636,6,0.636363636363636,0.0109551561201954,0,0.0109551561201954,0.103291471990413,0.0109551561201954
"DRCRS01",2020,378,2020-07-10,"Gavin, Courtenay, Aiden",1,1,7,1,NA,NA,22,3,"really steep",11,1,4.1,52.8101725068444,6,4,8,3,3,5,22.7,16.8833333333333,0.0125880428316478,52.8101725068444,11,8,2,0.727272727272727,0.147197989525015,0.290747794353651,6,10,0.113614474545077,0.0757429830300513,0.189357457575128,0.0568072372725385,0.113614474545077,0.545454545454545,0.363636363636364,0.909090909090909,3,0.545454545454545,0.010328588595007,0.00688572573000467,0.0172143143250117,0.0568072372725385,0.010328588595007
"DRCSA01",2018,290,2018-07-12,NA,1,0,0,0,NA,NA,NA,2,"Very dead looking",11,1,5.4,91.6088417786784,4,5,11,0,2,9,24.1,25.5571428571429,0.0158342592592593,91.6088417786784,NA,NA,NA,NA,NA,NA,4,9,0.043663907569793,0.0545798844622412,0.0982437920320341,0.0218319537848965,0.043663907569793,0.363636363636364,0.454545454545455,0.818181818181818,2,0.363636363636364,0.00396944614270845,0.00496180767838556,0.00893125382109401,0.0218319537848965,0.00396944614270845
"DRCSA01",2020,290,2020-07-06,"Roxy, Nicole, Courtenay, Gabriel, Gavin",1,0,0,0,NA,NA,14,3,"dead looking",11,1,5.4,91.6088417786784,5,6,11,0,3,8,24.3,26.2142857142857,0.0166557956104252,91.6088417786784,11,11,2,1,0,0.290747794353651,5,11,0.0545798844622412,0.0654958613546894,0.120075745816931,0.0327479306773447,0.0545798844622412,0.454545454545455,0.545454545454545,1,3,0.454545454545455,0.00496180767838556,0.00595416921406268,0.0109159768924482,0.0327479306773447,0.00496180767838556
"DRCSA01",2023,290,2023-08-17,"BB, CR",1,0,4,0,0,0,16,0,"dead looking",11,1,4.9,75.4296396126909,6,5,8,3,3,6,24.7,23.88,0.0134743023740108,75.4296396126909,11,8,3,0.727272727272727,0.100703193922606,0.433227018227027,6,11,0.079544328075916,0.0662869400632634,0.145831268139179,0,0.079544328075916,0.545454545454545,0.454545454545455,1,0,0.545454545454545,0.007231302552356,0.00602608546029667,0.0132573880126527,0,0.007231302552356
"DRMD",2018,263,2018-07-10,NA,NA,NA,0,0,NA,NA,NA,2,NA,11,1,4.5,63.6172512351933,2,1,11,0,2,9,24.2,19.8111111111111,0.0184122962962963,63.6172512351933,NA,NA,NA,NA,NA,NA,2,3,0.0314380134502509,0.0157190067251255,0.0471570201753764,0.0314380134502509,0.0314380134502509,0.181818181818182,0.0909090909090909,0.272727272727273,2,0.181818181818182,0.00285800122275009,0.00142900061137504,0.00428700183412513,0.0314380134502509,0.00285800122275009
"DRMD",2023,263,2023-07-06,"VM, MB",0,0,0,0,0,0,4,2,"borderline unhealthy, some surrounding trees with flaky bark",1,1,NA,NA,2,NA,1,0,0,1,24.1,NA,NA,63.6172512351933,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0314380134502509,NA,NA,0.0314380134502509,0.0426381817668138,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00285800122275009,NA,NA,0.00285800122275009,0.00387619834243762
"DVNBJ",2018,470,2018-07-26,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,5.6,98.5203456165759,0,1,11,0,0,11,25,17.3818181818182,0.0141751275510204,98.5203456165759,NA,NA,NA,NA,NA,NA,0,1,0,0.0101501876971872,0.0101501876971872,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000922744336107928,0.000922744336107928,0,0
"DVNBJ",2020,470,2020-07-22,"Aidan, Courtenay",0,0,0,0,0,0,4,0,NA,11,1,5.9,109.358840271461,0,1,11,0,0,11,25.5,17.3636363636364,0.0127511060040218,109.358840271461,11,11,2,1,0,0.290747794353651,0,1,0,0.00914420816385495,0.00914420816385495,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00083129165125954,0.00083129165125954,0,0
"DVNBJ",2023,470,2023-07-11,"EC MB",0,0,0,0,0,0,1,2,"right next to stream bed",1,1,NA,NA,2,NA,1,0,0,1,26.4,NA,NA,98.5203456165759,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0203003753943744,NA,NA,0.0203003753943744,0.0246977109448715,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00184548867221586,NA,NA,0.00184548867221586,0.00224524644953377
"DWHUR",2018,363,2018-07-19,NA,NA,NA,1,1,NA,NA,NA,0,NA,10,1,3.9,47.7836242611007,0,3,10,0,0,10,29.3,15.73,0.021309993425378,47.7836242611007,NA,NA,NA,NA,NA,NA,0,3,0,0.0627830150263887,0.0627830150263887,0,0,0,0.3,0.3,0,0,0,0.00627830150263887,0.00627830150263887,0,0
"DWHUR",2020,363,2020-08-07,"Gavin and Aidan",0,0,1,0,0,0,2,0,NA,10,1,4,50.2654824574367,0,3,10,0,0,10,28.7,15.89,0.0204570625,50.2654824574367,10,10,2,1,0,0.264316176685138,0,3,0,0.0596831036594608,0.0596831036594608,0,0,0,0.3,0.3,0,0,0,0.00596831036594607,0.00596831036594607,0,0
"DWHUR",2023,363,2023-07-19,"VM, MB",0,0,0,0,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,29.5,NA,NA,47.7836242611007,10,10,3,NA,NA,0.393842743842752,0.393842743842752,NA,0,NA,NA,0,0.00824221163490454,0,NA,NA,0,0.0358038858038865,0,NA,NA,0,0.000749291966809504
"DWLFN",2018,398,2018-07-21,NA,NA,0,3,2,NA,NA,NA,0,NA,11,1,5.5,95.0331777710912,1,2,11,0,0,11,16.3,15.92,0.00919781818181818,95.0331777710912,NA,NA,NA,NA,NA,NA,1,3,0.0105226408655799,0.0210452817311597,0.0315679225967396,0,0.0105226408655799,0.0909090909090909,0.181818181818182,0.272727272727273,0,0.0909090909090909,0.000956603715052714,0.00191320743010543,0.00286981114515814,0,0.000956603715052714
"DWLFN",2020,398,2020-08-04,"Gavin and Nicole",0,1,4,2,0,0,2,1,NA,11,1,5.4,91.6088417786784,2,4,11,0,1,10,16.9,17.2111111111111,0.00971258573388203,91.6088417786784,11,11,2,1,0,0.290747794353651,2,6,0.0218319537848965,0.043663907569793,0.0654958613546894,0.0109159768924482,0.0218319537848965,0.181818181818182,0.363636363636364,0.545454545454545,1,0.181818181818182,0.00198472307135423,0.00396944614270845,0.00595416921406268,0.0109159768924482,0.00198472307135423
"DWLFN",2023,398,2023-07-07,"EC, MB",1,1,2,3,1,0,2,2,NA,1,1,NA,NA,2,NA,1,0,0,1,17.9,NA,NA,95.0331777710912,11,11,3,NA,NA,0.433227018227027,2.43322701822703,NA,0.0210452817311597,NA,NA,0.0210452817311597,0.0256039740572287,0.181818181818182,NA,NA,0.181818181818182,0.221202456202457,0.00191320743010543,NA,NA,0.00191320743010543,0.00232763400520261
"DWPM",2018,28,2018-06-23,NA,NA,NA,8,0,NA,NA,NA,3,NA,11,1,5.3,88.2473376393373,3,0,11,0,3,8,17.1,24.05,0.0167184763260947,88.2473376393373,NA,NA,NA,NA,NA,NA,3,3,0.0339953598629894,0,0.0339953598629894,0.0339953598629894,0.0339953598629894,0.272727272727273,0,0.272727272727273,3,0.272727272727273,0.00309048726027176,0,0.00309048726027176,0.0339953598629894,0.00309048726027176
"DWPM",2023,28,2023-06-28,"EC CP",0,0,17,6,5,0,2,3,"lots of bear sign",1,1,NA,NA,3,NA,1,0,0,1,18.2,NA,NA,88.2473376393373,11,11,5,NA,NA,0.712523921671231,3.71252392167123,NA,0.0339953598629894,NA,NA,0.0339953598629894,0.0420695289057234,0.272727272727273,NA,NA,0.272727272727273,0.337502174697385,0.00309048726027176,NA,NA,0.00309048726027176,0.00382450262779304
"DXLWT",2018,331,2018-07-17,NA,NA,NA,19,4,NA,NA,NA,0,NA,11,1,4.6,66.47610054996,2,0,11,0,0,11,24.9,13.9666666666667,0.0108915406427221,66.47610054996,NA,NA,NA,NA,NA,NA,2,2,0.0300860005844793,0,0.0300860005844793,0,0.0300860005844793,0.181818181818182,0,0.181818181818182,0,0.181818181818182,0.00273509096222539,0,0.00273509096222539,0,0.00273509096222539
"DXLWT",2020,331,2020-07-29,"Gavin + Courtenay + Aidan",0,0,15,7,5,0,7,0,NA,11,1,4.5,63.6172512351933,2,1,11,0,0,11,25.2,13.52,0.0118841481481481,63.6172512351933,11,11,2,1,0,0.290747794353651,2,3,0.0314380134502509,0.0157190067251255,0.0471570201753764,0,0.0314380134502509,0.181818181818182,0.0909090909090909,0.272727272727273,0,0.181818181818182,0.00285800122275009,0.00142900061137504,0.00428700183412513,0,0.00285800122275009
"DXLWT",2023,331,2023-07-18,"EC, MB",0,0,7,17,0,4,5,1,"many medium sized trees with full canopies",1,1,NA,NA,1,NA,1,0,0,1,26.2,NA,NA,66.47610054996,11,11,3,NA,NA,0.433227018227027,1.43322701822703,NA,0.0150430002922396,NA,NA,0.0150430002922396,0.0215600344540349,0.0909090909090909,NA,NA,0.0909090909090909,0.130293365293366,0.00136754548111269,NA,NA,0.00136754548111269,0.00196000313218499
"DXOR",2018,215,2018-07-06,NA,NA,NA,6,0,NA,NA,NA,1,NA,11,1,6.2,120.762821603992,1,1,11,0,1,10,26.2,21.72,0.0146762226847034,120.762821603992,NA,NA,NA,NA,NA,NA,1,2,0.0082806942295471,0.0082806942295471,0.0165613884590942,0.0082806942295471,0.0082806942295471,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000752790384504282,0.000752790384504282,0.00150558076900856,0.0082806942295471,0.000752790384504282
"DXOR",2023,215,2023-07-10,"HL, VM",0,0,6,0,0,0,0,2,NA,1,1,NA,NA,2,NA,1,0,0,1,27.2,NA,NA,120.762821603992,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0165613884590942,NA,NA,0.0165613884590942,0.0224615811856914,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00150558076900856,NA,NA,0.00150558076900856,0.00204196192597195
"EBUVG",2018,431,2018-07-23,NA,0,0,15,0,NA,NA,NA,2,NA,11,1,6.5,132.732289614169,2,0,11,0,2,9,19.8,11.7,0.00332901775147929,132.732289614169,NA,NA,NA,NA,NA,NA,2,2,0.0150679236063333,0,0.0150679236063333,0.0150679236063333,0.0150679236063333,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00136981123693939,0,0.00136981123693939,0.0150679236063333,0.00136981123693939
"EBUVG",2020,431,2020-07-23,"Gavin + Courtenay",0,0,8,8,11,0,6,2,"na",11,1,6.3,124.689812420979,3,1,10,1,2,8,19.9,14.7,0.0070448223733938,124.689812420979,11,10,2,0.909090909090909,0.0465361826677765,0.290747794353651,3,4,0.0240597041711104,0.00801990139037014,0.0320796055614805,0.0160398027807403,0.0240597041711104,0.272727272727273,0.0909090909090909,0.363636363636364,2,0.272727272727273,0.00218724583373731,0.000729081944579103,0.00291632777831641,0.0160398027807403,0.00218724583373731
"EBUVG",2023,431,2023-08-13,"bb, cr",0,0,8,8,5,1,6,0,"very steep no fun",11,1,6.2,120.762821603992,2,2,9,2,0,9,20.8,14.3076923076923,0.00834188345473465,120.762821603992,10,9,3,0.9,0.0345106034728862,0.393842743842752,2,4,0.0165613884590942,0.0165613884590942,0.0331227769181884,0,0.0165613884590942,0.181818181818182,0.181818181818182,0.363636363636364,0,0.181818181818182,0.00150558076900856,0.00150558076900856,0.00301116153801713,0,0.00150558076900856
"ECGX",2018,202,2018-07-03,NA,NA,1,0,0,NA,NA,NA,3,"Lots of cow damage",10,1,4.4,60.8212337734984,3,0,10,0,3,7,36.4,25.4285714285714,0.0248762396694215,60.8212337734984,NA,NA,NA,NA,NA,NA,3,3,0.0493248790574056,0,0.0493248790574056,0.0493248790574056,0.0493248790574056,0.3,0,0.3,3,0.3,0.00493248790574056,0,0.00493248790574056,0.0493248790574056,0.00493248790574056
"ECGX",2023,202,2023-07-17,"VM, MB",0,0,0,0,0,0,1,4,"borderline healthy; fungal striping and flaky bark",1,1,NA,NA,4,NA,1,0,0,1,42.7,NA,NA,60.8212337734984,10,10,5,NA,NA,0.647749019701119,4.64774901970112,NA,0.0657665054098741,NA,NA,0.0657665054098741,0.0764165527619777,0.363636363636364,NA,NA,0.363636363636364,0.422522638154647,0.00597877321907946,NA,NA,0.00597877321907946,0.00694695934199797
"EECZ",2018,240,2018-07-08,NA,0,0,2,0,NA,NA,NA,1,NA,11,1,5.7,102.070345315132,1,0,11,0,1,10,29.3,23.88,0.018058541089566,102.070345315132,NA,NA,NA,NA,NA,NA,1,1,0.00979716485638014,0,0.00979716485638014,0.00979716485638014,0.00979716485638014,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000890651350580013,0,0.000890651350580013,0.00979716485638014,0.000890651350580013
"EECZ",2023,240,2023-07-12,"EC AB MW",0,0,1,0,0,0,1,1,NA,1,1,NA,NA,1,NA,1,0,0,1,30.5,NA,NA,102.070345315132,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.00979716485638014,NA,NA,0.00979716485638014,0.0167778791811077,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.000890651350580013,NA,NA,0.000890651350580013,0.00152526174373706
"EFMD",2018,57,2018-06-26,NA,NA,NA,1,0,NA,NA,NA,0,NA,11,1,5.6,98.5203456165759,1,0,11,0,0,11,29.2,27.27,0.0266463966836735,98.5203456165759,NA,NA,NA,NA,NA,NA,1,1,0.0101501876971872,0,0.0101501876971872,0,0.0101501876971872,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.000922744336107928,0,0.000922744336107928,0,0.000922744336107928
"EFNK",2018,125,2018-06-29,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,6.9,149.57122623741,1,1,11,0,1,10,31.7,29.16,0.0181059441293846,149.57122623741,NA,NA,NA,NA,NA,NA,1,2,0.00668577790766206,0.00668577790766206,0.0133715558153241,0.00668577790766206,0.00668577790766206,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000607797991605642,0.000607797991605642,0.00121559598321128,0.00668577790766206,0.000607797991605642
"EFNK",2023,125,2023-07-14,"MB HL",1,0,9,2,0,0,5,0,"none",1,1,NA,NA,0,NA,1,0,0,1,32.1,NA,NA,149.57122623741,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00476377669419025,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.00043307060856275
"EHCTY",2018,301,2018-07-13,NA,0,0,3,0,NA,NA,NA,2,"Very wet site. Lots of Veratrum",11,1,7.5,176.714586764426,2,0,11,0,2,9,31.9,28.1444444444444,0.0140729777777778,176.714586764426,NA,NA,NA,NA,NA,NA,2,2,0.0113176848420903,0,0.0113176848420903,0.0113176848420903,0.0113176848420903,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00102888044019003,0,0.00102888044019003,0.0113176848420903,0.00102888044019003
"EHCTY",2020,301,2020-08-25,"Ben and Courtenay",0,1,16,0,0,0,3,1,"site. Lots of Veratrum*",11,1,7.3,167.4154725098,2,1,10,1,1,9,32.1,26.51,0.0153767123287671,167.4154725098,11,10,2,0.909090909090909,0.0465361826677765,0.290747794353651,2,3,0.0119463271226793,0.00597316356133966,0.017919490684019,0.00597316356133966,0.0119463271226793,0.181818181818182,0.0909090909090909,0.272727272727273,1,0.181818181818182,0.00108602973842539,0.000543014869212697,0.00162904460763809,0.00597316356133966,0.00108602973842539
"EHCTY",2023,301,2023-08-20,"BB, CR",0,1,2,0,1,0,5,1,"wasp nest next to fallen tree; Lots of veratrum",11,1,7.3,167.4154725098,3,1,8,3,0,8,NA,22.0416666666667,0.0144976355789079,167.4154725098,10,8,3,0.8,0.0716812169510166,0.393842743842752,3,4,0.017919490684019,0.00597316356133966,0.0238926542453587,0.00597316356133966,0.017919490684019,0.272727272727273,0.0909090909090909,0.363636363636364,1,0.272727272727273,0.00162904460763809,0.000543014869212697,0.00217205947685079,0.00597316356133966,0.00162904460763809
"EIQV",2018,174,2018-07-02,NA,NA,NA,6,9,NA,NA,NA,0,NA,11,1,5,78.5398163397448,0,1,11,0,0,11,30.1,19.5363636363636,0.0212546,78.5398163397448,NA,NA,NA,NA,NA,NA,0,1,0,0.0127323954473516,0.0127323954473516,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00115749049521378,0.00115749049521378,0,0
"EIQV",2023,174,2023-07-18,"HL, VM",0,0,8,11,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,31.5,NA,NA,78.5398163397448,11,11,5,NA,NA,0.712523921671231,0.712523921671231,NA,0,NA,NA,0,0.00907213633641591,0,NA,NA,0,0.0647749019701119,0,NA,NA,0,0.000824739666946901
"EKXF",2018,207,2018-07-03,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,7.1,158.367685667461,1,1,11,0,1,10,38.7,32.4,0.0226783574687562,158.367685667461,NA,NA,NA,NA,NA,NA,1,2,0.00631441948390777,0.00631441948390777,0.0126288389678155,0.00631441948390777,0.00631441948390777,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000574038134900706,0.000574038134900706,0.00114807626980141,0.00631441948390777,0.000574038134900706
"EKXF",2023,207,2023-07-17,"MB, VM",0,0,0,0,0,0,0,2,"lots of flakes",1,1,NA,NA,2,NA,1,0,0,1,41.3,NA,NA,158.367685667461,11,11,5,NA,NA,0.712523921671231,2.71252392167123,NA,0.0126288389678155,NA,NA,0.0126288389678155,0.0171280139015667,0.181818181818182,NA,NA,0.181818181818182,0.246593083788294,0.00114807626980141,NA,NA,0.00114807626980141,0.0015570921728697
"EMSA",2018,74,2018-06-27,NA,NA,NA,12,8,NA,NA,NA,0,NA,11,1,3.9,47.7836242611007,1,2,11,0,0,11,10.3,14.21,0.0191729783037475,47.7836242611007,NA,NA,NA,NA,NA,NA,1,3,0.0209276716754629,0.0418553433509258,0.0627830150263887,0,0.0209276716754629,0.0909090909090909,0.181818181818182,0.272727272727273,0,0.0909090909090909,0.00190251560686026,0.00380503121372053,0.00570754682058079,0,0.00190251560686026
"EMSA",2023,74,2023-07-11,"HL VM",0,0,8,18,1,4,0,1,NA,1,1,NA,NA,1,NA,1,0,0,1,10.5,NA,NA,47.7836242611007,11,11,5,NA,NA,0.712523921671231,1.71252392167123,NA,0.0209276716754629,NA,NA,0.0209276716754629,0.0358391383691117,0.0909090909090909,NA,NA,0.0909090909090909,0.155683992879203,0.00190251560686026,NA,NA,0.00190251560686026,0.00325810348810106
"EOAU",2018,52,2018-06-25,NA,NA,NA,0,2,NA,NA,NA,1,NA,11,1,6.2,120.762821603992,1,0,11,0,1,10,27.2,19.75,0.0131643860561915,120.762821603992,NA,NA,NA,NA,NA,NA,1,1,0.0082806942295471,0,0.0082806942295471,0.0082806942295471,0.0082806942295471,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000752790384504282,0,0.000752790384504282,0.0082806942295471,0.000752790384504282
"EQIB",2018,84,2018-06-27,NA,NA,NA,8,12,NA,NA,NA,0,NA,10,1,5.9,109.358840271461,1,0,10,0,0,10,32.4,20.3777777777778,0.0139844297615628,109.358840271461,NA,NA,NA,NA,NA,NA,1,1,0.00914420816385495,0,0.00914420816385495,0,0.00914420816385495,0.1,0,0.1,0,0.1,0.000914420816385495,0,0.000914420816385495,0,0.000914420816385495
"EQIB",2023,84,2023-07-11,"HL VM",0,0,9,12,1,0,1,0,"no medium dead value recorded in the field. Presumed to be 0",1,1,NA,NA,0,NA,1,0,0,1,33.3,NA,NA,109.358840271461,10,10,5,NA,NA,0.647749019701119,0.647749019701119,NA,0,NA,NA,0,0.00592315187408001,0,NA,NA,0,0.0588862745182836,0,NA,NA,0,0.000538468352189092
"ERNAK",2018,477,2018-07-26,NA,0,0,6,3,NA,NA,NA,3,NA,11,1,7.7,186.265028431339,3,2,11,0,3,8,20.4,18.525,0.00581065947039973,186.265028431339,NA,NA,NA,NA,NA,NA,3,5,0.0161060829575202,0.0107373886383468,0.026843471595867,0.0161060829575202,0.0161060829575202,0.272727272727273,0.181818181818182,0.454545454545455,3,0.272727272727273,0.00146418935977456,0.000976126239849708,0.00244031559962427,0.0161060829575202,0.00146418935977456
"ERNAK",2020,477,2020-07-22,"Aidan, Courtenay",0,0,2,4,1,0,1,1,"Removed and renailed tag bc nail was short",11,1,7,153.9380400259,2,2,10,1,1,9,21.1,15.0066666666667,0.00933932653061225,153.9380400259,11,10,2,0.909090909090909,0.0465361826677765,0.290747794353651,2,4,0.0129922402523996,0.0129922402523996,0.0259844805047992,0.00649612012619981,0.0129922402523996,0.181818181818182,0.181818181818182,0.363636363636364,1,0.181818181818182,0.00118111275021815,0.00118111275021815,0.00236222550043629,0.00649612012619981,0.00118111275021815
"ERNAK",2023,477,2023-07-11,"EC MB",0,0,0,5,0,0,1,0,"Dense understory. Catkins! Lots of seeding",11,1,6.2,120.762821603992,2,1,9,2,0,9,22.5,15.1266666666667,0.0126848855359001,120.762821603992,10,9,3,0.9,0.0345106034728862,0.393842743842752,2,3,0.0165613884590942,0.0082806942295471,0.0248420826886413,0,0.0165613884590942,0.181818181818182,0.0909090909090909,0.272727272727273,0,0.181818181818182,0.00150558076900856,0.000752790384504282,0.00225837115351285,0,0.00150558076900856
"EXFO",2018,112,2018-06-28,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,4.3,58.0880481648753,1,1,11,0,1,10,19.3,25.42,0.036336073553272,58.0880481648753,NA,NA,NA,NA,NA,NA,1,2,0.0172152453317356,0.0172152453317356,0.0344304906634711,0.0172152453317356,0.0172152453317356,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00156502230288505,0.00156502230288505,0.0031300446057701,0.0172152453317356,0.00156502230288505
"EXFO",2023,553,2023-07-14,"MB HL",1,0,0,0,0,0,5,3,"some trees with flaky bark, lots of orange striping",1,1,NA,NA,3,NA,1,0,0,1,19.4,NA,NA,58.0880481648753,11,11,5,NA,NA,0.712523921671231,3.71252392167123,NA,0.0516457359952067,NA,NA,0.0516457359952067,0.0639120101115073,0.272727272727273,NA,NA,0.272727272727273,0.337502174697385,0.00469506690865516,NA,NA,0.00469506690865516,0.00581018273740976
"EXIMR",2018,309,2018-07-14,NA,1,1,16,17,NA,NA,NA,1,NA,11,1,4.9,75.4296396126909,1,0,11,0,1,10,19.8,20.16,0.0182432319866722,75.4296396126909,NA,NA,NA,NA,NA,NA,1,1,0.0132573880126527,0,0.0132573880126527,0.0132573880126527,0.0132573880126527,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00120521709205933,0,0.00120521709205933,0.0132573880126527,0.00120521709205933
"EXIMR",2020,309,2020-07-13,"Gavin, Courtenay, Aidan",1,1,14,20,1,0,8,1,NA,11,1,4.9,75.4296396126909,1,1,11,0,1,10,20.3,20.41,0.0187794668887963,75.4296396126909,11,11,2,1,0,0.290747794353651,1,2,0.0132573880126527,0.0132573880126527,0.0265147760253053,0.0132573880126527,0.0132573880126527,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00120521709205933,0.00120521709205933,0.00241043418411867,0.0132573880126527,0.00120521709205933
"EXIMR",2023,309,2023-07-13,"EC MB",1,1,20,20,2,4,8,1,"good regen",1,1,NA,NA,1,NA,1,0,0,1,21.1,NA,NA,75.4296396126909,11,11,3,NA,NA,0.433227018227027,1.43322701822703,NA,0.0132573880126527,NA,NA,0.0132573880126527,0.0190008466908529,0.0909090909090909,NA,NA,0.0909090909090909,0.130293365293366,0.00120521709205933,NA,NA,0.00120521709205933,0.00172734969916845
"EYFLW",2018,485,2018-07-27,NA,0,0,12,0,NA,NA,NA,0,NA,11,1,5.1,81.7128249198705,0,0,11,0,0,11,31.5,20.6818181818182,0.0227521337946943,81.7128249198705,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
